n_in,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2009071002,0.095,-1.86,2.31,321.09,2.97,-1.76,2.18,321.13,2.8,-1.23,2.33,332.28,2.63,-1.22,2.9,337.25,3.15
2009071003,0.1,-1.79,2.55,324.9,3.12,-1.79,2.36,322.83,2.96,-1.23,2.79,336.29,3.05,-1,3.01,341.64,3.17
2009071004,0.16,-1.61,2.78,329.87,3.21,-1.73,2.58,326.13,3.11,-1.27,3.05,337.41,3.3,-0.85,3.12,344.72,3.23
2009071005,0.19,-1.37,2.94,335.03,3.25,-1.63,2.77,329.61,3.22,-1.28,3.11,337.62,3.37,-0.75,3.19,346.7,3.28
2009071006,0.165,-1.15,3.02,339.2,3.23,-1.54,2.87,331.82,3.25,-1.19,3.05,338.69,3.27,-0.69,3.19,347.89,3.27
2009071007,0.105,-1,2.98,341.42,3.15,-1.51,2.82,331.92,3.2,-0.96,2.94,341.9,3.09,-0.63,3.1,348.48,3.17
2009071008,0.09,-0.97,2.92,341.68,3.08,-1.51,2.73,330.95,3.12,-0.71,2.85,346.02,2.94,-0.64,2.99,347.93,3.06
2009071009,0.1,-1.06,2.93,340.17,3.11,-1.53,2.71,330.58,3.11,-0.6,2.87,348.24,2.93,-0.76,2.94,345.5,3.04
2009071010,0.095,-1.26,3.07,337.69,3.32,-1.52,2.87,332,3.25,-0.72,3.04,346.66,3.13,-1.02,3.02,341.41,3.19
2009071011,0.11,-1.47,3.25,335.75,3.57,-1.49,3.1,334.32,3.44,-0.94,3.3,344.13,3.43,-1.28,3.17,338.04,3.42
2009071012,0.11,-1.54,3.35,335.4,3.69,-1.44,3.3,336.42,3.6,-1.05,3.54,343.53,3.69,-1.39,3.32,337.28,3.6
2009071013,0.005,-1.36,3.38,338.08,3.64,-0.89,3.69,346.4,3.8,-1.22,3.4,340.33,3.61,-0.57,3.09,349.58,3.14
2009071014,0,-1.18,3.42,340.89,3.62,-0.54,3.85,352.01,3.89,-0.77,3.49,347.54,3.57,-0.16,3.26,357.26,3.26
2009071015,0.04,-0.83,3.54,346.76,3.64,-0.11,4.16,358.52,4.16,-0.1,3.67,358.51,3.67,0.58,3.55,9.25,3.59
2009071016,0.165,-0.26,3.84,356.17,3.85,0.32,4.69,3.91,4.7,0.75,4.01,10.61,4.08,1.48,3.89,20.77,4.17
2009071017,0.266,0.48,4.27,6.43,4.29,0.77,5.29,8.29,5.35,1.65,4.4,20.52,4.7,2.36,4.26,28.99,4.87
2009071018,0.326,1.29,4.74,15.2,4.91,1.3,5.75,12.73,5.9,2.46,4.72,27.49,5.32,3.03,4.59,33.41,5.5
2009071019,0.351,2.05,5.16,21.71,5.55,1.91,5.9,17.96,6.2,3.05,4.86,32.1,5.74,3.33,4.83,34.56,5.87
2009071020,0.361,2.61,5.34,26.01,5.94,2.4,5.68,22.93,6.17,3.31,4.76,34.83,5.8,3.26,4.86,33.89,5.85
2009071021,0.311,2.75,5.08,28.47,5.78,2.52,5.1,26.33,5.69,3.13,4.37,35.63,5.38,2.87,4.52,32.41,5.36
2009071022,0.306,2.39,4.27,29.24,4.9,2.12,4.19,26.82,4.69,2.49,3.72,33.84,4.47,2.22,3.77,30.55,4.38
2009071023,0.291,1.76,3.27,28.34,3.71,1.46,3.25,24.23,3.57,1.68,3.01,29.07,3.45,1.53,2.9,27.85,3.28
2009071100,0.281,1.18,2.51,25.3,2.77,0.94,2.64,19.62,2.8,1.06,2.55,22.61,2.77,1.03,2.29,24.18,2.51
2009071101,0.236,0.82,2.59,17.63,2.72,0.93,2.52,20.28,2.69,0.89,2.21,21.87,2.38,1.18,3.35,19.43,3.55
2009071102,0.366,0.97,2.93,18.31,3.08,1.16,2.74,23.03,2.98,1.03,2.49,22.41,2.69,1.03,3.24,17.63,3.4
2009071103,0.381,1.12,3.33,18.58,3.51,1.54,2.92,27.86,3.3,1.3,2.83,24.57,3.11,1.19,3.19,20.44,3.4
2009071104,0.421,1.11,3.56,17.32,3.73,1.89,2.86,33.52,3.43,1.57,3.01,27.58,3.4,1.56,3.17,26.24,3.54
2009071105,0.481,1.1,3.58,17.08,3.75,2.21,2.67,39.7,3.47,1.85,3.04,31.28,3.56,1.98,3.14,32.2,3.72
2009071106,0.451,1.34,3.42,21.33,3.67,2.55,2.54,45.16,3.6,2.13,2.99,35.47,3.68,2.25,3.06,36.29,3.8
2009071107,0.466,1.97,3.13,32.12,3.7,2.9,2.6,48.14,3.9,2.43,2.93,39.71,3.8,2.27,2.89,38.12,3.67
2009071108,0.476,2.76,2.88,43.78,3.99,3.13,2.81,48.08,4.21,2.67,2.82,43.47,3.89,2.32,2.63,41.31,3.51
2009071109,0.501,3.39,2.85,49.87,4.43,3.07,3.08,44.89,4.34,2.79,2.65,46.48,3.84,2.76,2.31,50.07,3.59
2009071110,0.421,3.64,3.16,48.99,4.82,2.63,3.32,38.43,4.23,2.71,2.42,48.23,3.64,3.78,1.93,62.94,4.25
2009071111,0.251,3.75,3.53,46.76,5.15,2.2,3.55,31.81,4.17,2.48,2.38,46.26,3.44,4.9,1.6,71.95,5.15
2009071112,0.19,4.08,3.58,48.76,5.43,2.25,3.8,30.59,4.42,2.15,2.79,37.67,3.52,5.42,1.39,75.59,5.6
2009071113,0.226,3.1,4.08,37.18,5.13,1.83,3.76,25.94,4.18,4.94,1.38,74.37,5.13,4.74,0.52,83.73,4.76
2009071114,0.18,4.43,4.21,46.49,6.11,1.82,4.67,21.3,5.01,4.03,1.46,70.09,4.29,4.96,-0.16,91.84,4.97
2009071115,0.065,5.78,3.95,55.65,7,2.49,4.72,27.85,5.33,3.51,1.48,67.15,3.81,5.58,-0.27,92.8,5.59
2009071116,0.115,6.75,3.14,65.02,7.45,4.02,3.36,50.14,5.24,3.98,1.33,71.49,4.2,6.4,-0.06,90.51,6.4
2009071117,0.306,7.32,1.87,75.69,7.56,5.87,1.09,79.5,5.97,5.14,1.06,78.39,5.25,7.2,0.15,88.81,7.2
2009071118,0.471,7.55,0.25,88.08,7.56,7.31,-1.35,100.47,7.44,6.43,0.71,83.68,6.47,7.74,-0.02,90.13,7.74
2009071119,0.596,7.51,-1.52,101.47,7.66,7.8,-3.32,113.07,8.48,7.38,0.34,87.37,7.39,7.84,-0.8,95.79,7.88
2009071120,0.657,7.22,-3.12,113.36,7.86,7.54,-4.66,121.69,8.86,7.77,-0.17,91.24,7.77,7.53,-1.91,104.22,7.77
2009071121,0.586,6.73,-4.14,121.63,7.9,6.89,-5.28,127.46,8.69,7.42,-0.95,97.26,7.48,6.9,-2.96,113.19,7.51
2009071122,0.576,6.09,-4.35,125.53,7.48,6.19,-5.21,130.09,8.09,6.29,-2.04,107.94,6.62,6.06,-3.62,120.85,7.06
2009071123,0.627,5.39,-3.98,126.42,6.7,5.53,-4.7,130.35,7.25,4.86,-3.13,122.83,5.78,5.19,-3.89,126.86,6.49
2009071200,0.546,4.76,-3.42,125.69,5.87,4.95,-4.06,129.37,6.41,3.69,-3.82,135.99,5.32,4.53,-3.87,130.49,5.96
2009071201,0.521,4.5,-3.57,128.45,5.74,3.23,-3.83,139.81,5.01,4.21,-3.62,130.67,5.56,4.62,-3.82,129.58,6
2009071202,0.351,4.12,-3.19,127.77,5.21,3.26,-3.37,135.93,4.68,4.12,-3.23,128.12,5.24,4.61,-3.76,129.18,5.95
2009071203,0.536,3.77,-2.84,127,4.73,3.38,-2.77,129.36,4.38,4.05,-2.77,124.43,4.9,4.38,-3.46,128.26,5.58
2009071204,0.617,3.42,-2.46,125.69,4.21,3.31,-2.33,125.08,4.05,3.84,-2.32,121.08,4.49,4.02,-3,126.75,5.02
2009071205,0.566,3.11,-2.06,123.58,3.73,3.08,-2,123.04,3.67,3.53,-1.9,118.24,4.01,3.59,-2.48,124.69,4.36
2009071206,0.411,2.9,-1.72,120.65,3.37,2.81,-1.72,121.47,3.3,3.19,-1.55,115.94,3.55,3.16,-2,122.32,3.74
2009071207,0.291,2.85,-1.45,116.98,3.2,2.62,-1.43,118.57,2.98,2.9,-1.3,114.25,3.18,2.81,-1.63,120.09,3.24
2009071208,0.291,2.95,-1.18,111.72,3.18,2.57,-1.2,114.98,2.83,2.75,-1.14,112.57,2.98,2.62,-1.38,117.8,2.97
2009071209,0.391,3.16,-0.77,103.65,3.25,2.72,-1.14,112.8,2.95,2.87,-1.05,110.14,3.06,2.71,-1.27,115.16,3
2009071210,0.446,3.45,-0.16,92.69,3.45,3.08,-1.32,113.16,3.35,3.31,-1.02,107.16,3.46,3.13,-1.29,112.48,3.38
2009071211,0.496,3.81,0.49,82.74,3.84,3.49,-1.54,113.85,3.81,3.86,-1.06,105.38,4.01,3.71,-1.4,110.63,3.96
2009071212,0.276,4.25,0.97,77.21,4.36,3.75,-1.59,112.93,4.08,4.29,-1.2,105.63,4.45,4.26,-1.53,109.76,4.52
2009071213,0.075,3.76,-1.3,109.11,3.98,4.41,-1.43,108.01,4.64,4.63,-1.65,109.56,4.92,4.76,-2.09,113.73,5.2
2009071214,0.18,3.72,-0.86,103,3.82,4.45,-1.71,110.99,4.76,4.93,-1.71,109.11,5.21,5.09,-2.46,115.81,5.65
2009071215,0.211,3.95,-0.52,97.46,3.99,4.68,-1.93,112.45,5.06,5.3,-1.68,107.55,5.56,5.52,-2.53,114.64,6.07
2009071216,0.296,4.66,-0.46,95.68,4.68,5.3,-2.05,111.2,5.68,5.85,-1.54,104.78,6.05,5.99,-2.39,111.76,6.45
2009071217,0.291,5.63,-0.59,96.01,5.67,6.05,-2.08,108.97,6.4,6.51,-1.4,102.16,6.66,6.41,-2.1,108.17,6.75
2009071218,0.296,6.55,-0.73,96.33,6.59,6.58,-2.03,107.18,6.88,7.13,-1.37,100.85,7.26,6.74,-1.75,104.57,6.96
2009071219,0.376,7.12,-0.74,95.94,7.16,6.58,-1.94,106.38,6.86,7.56,-1.51,101.31,7.71,6.87,-1.41,101.57,7.02
2009071220,0.401,7.15,-0.72,95.77,7.18,6.08,-1.79,106.4,6.34,7.55,-1.75,103.06,7.75,6.7,-1.19,100.11,6.81
2009071221,0.371,6.45,-0.81,97.14,6.5,5.15,-1.59,107.17,5.39,6.8,-1.95,106.04,7.08,6.07,-1.24,101.54,6.2
2009071222,0.286,4.99,-1.09,102.29,5.11,3.92,-1.35,109.06,4.15,5.21,-2.03,111.27,5.59,4.95,-1.6,107.95,5.2
2009071223,0.175,3.33,-1.45,113.51,3.63,2.71,-1.16,113.15,2.95,3.36,-2.01,120.86,3.91,3.69,-2.06,119.23,4.23
2009071300,0.105,2.17,-1.73,128.62,2.77,1.91,-1.11,120.21,2.2,1.99,-1.95,134.42,2.79,2.74,-2.33,130.32,3.6
2009071301,0.07,1.76,-1.26,125.59,2.16,1.66,-1.92,139.14,2.54,2.45,-2.2,131.96,3.29,2.62,-2.18,129.77,3.41
2009071302,0.135,2.07,-1.48,125.69,2.54,2.06,-1.88,132.43,2.79,2.61,-1.84,125.21,3.19,2.4,-2.03,130.28,3.14
2009071303,0.165,2.52,-1.63,122.85,3,2.66,-1.78,123.79,3.2,2.92,-1.51,117.35,3.29,2.43,-1.82,126.78,3.04
2009071304,0.236,2.85,-1.57,118.86,3.26,3.05,-1.6,117.64,3.44,3.12,-1.4,114.11,3.42,2.65,-1.58,120.74,3.09
2009071305,0.306,3.02,-1.42,115.17,3.34,3.19,-1.41,113.78,3.49,3.17,-1.43,114.25,3.48,2.9,-1.35,114.97,3.2
2009071306,0.336,3.03,-1.32,113.54,3.3,3.14,-1.3,112.54,3.4,3.1,-1.47,115.42,3.43,3.03,-1.2,111.57,3.26
2009071307,0.296,2.91,-1.37,115.19,3.22,2.96,-1.34,114.38,3.25,2.96,-1.41,115.52,3.28,2.94,-1.14,111.19,3.15
2009071308,0.236,2.84,-1.46,117.31,3.19,2.86,-1.44,116.75,3.2,2.93,-1.2,112.23,3.16,2.86,-1.1,111.11,3.07
2009071309,0.201,3,-1.45,115.78,3.33,3.01,-1.46,115.86,3.34,3.23,-0.8,103.84,3.33,3.09,-0.99,107.79,3.24
2009071310,0.291,3.53,-1.25,109.5,3.74,3.55,-1.34,110.6,3.8,3.99,-0.24,93.47,4,3.8,-0.75,101.14,3.87
2009071311,0.321,4.29,-1.14,104.88,4.44,4.34,-1.27,106.27,4.52,4.96,0.18,87.97,4.96,4.75,-0.56,96.67,4.78
2009071312,0.291,5.08,-1.48,106.24,5.29,5.15,-1.51,106.37,5.36,5.8,0.1,88.97,5.81,5.58,-0.64,96.55,5.62
2009071313,0.326,5.78,-2.22,111.01,6.2,6.28,-0.67,96.11,6.32,6.02,-1.15,100.85,6.13,6.27,-2.31,110.25,6.68
2009071314,0.486,6.25,-3.11,116.49,6.98,6.53,-1.83,105.63,6.78,6.18,-1.92,107.23,6.47,6.71,-3.18,115.36,7.42
2009071315,0.451,6.57,-3.8,120.04,7.58,6.8,-2.9,113.06,7.39,6.29,-2.67,113.04,6.83,6.87,-3.6,117.65,7.76
2009071316,0.576,6.78,-4,120.54,7.87,7.25,-3.54,116,8.07,6.51,-3.23,116.4,7.26,6.84,-3.7,118.44,7.78
2009071317,0.667,6.94,-3.94,119.54,7.98,7.75,-3.9,116.73,8.68,6.83,-3.63,117.99,7.73,6.8,-3.73,118.71,7.76
2009071318,0.712,7.15,-3.95,118.93,8.16,8.08,-4.26,117.83,9.13,7.21,-3.98,118.91,8.24,6.97,-3.92,119.36,8
2009071319,0.787,7.38,-4.26,119.96,8.52,8.06,-4.78,120.69,9.37,7.57,-4.34,119.83,8.72,7.43,-4.42,120.76,8.65
2009071320,0.827,7.38,-4.6,121.91,8.7,7.65,-5.18,124.12,9.24,7.67,-4.53,120.59,8.91,7.77,-4.88,122.14,9.17
2009071321,0.847,6.79,-4.59,124.03,8.2,6.83,-5.06,126.55,8.5,7.25,-4.34,120.92,8.45,7.44,-4.82,122.92,8.86
2009071322,0.672,5.44,-3.97,126.14,6.74,5.64,-4.19,126.58,7.02,6.16,-3.63,120.52,7.16,6.12,-3.93,122.68,7.28
2009071323,0.511,3.84,-3,128,4.87,4.38,-2.94,123.88,5.27,4.8,-2.67,119.12,5.49,4.39,-2.61,120.74,5.11
2009071400,0.331,2.66,-2.03,127.31,3.35,3.38,-1.86,118.75,3.86,3.64,-1.81,116.39,4.07,3.03,-1.43,115.23,3.35
2009071401,0.18,2.91,-1.34,114.65,3.2,3.07,-1.31,113.09,3.34,2.61,-0.8,107.12,2.73,4.11,-1.41,108.95,4.34
2009071402,0.221,2.83,-1.21,113.24,3.08,2.94,-1.12,110.86,3.15,2.83,-0.62,102.36,2.9,3.5,-1.01,106.13,3.65
2009071403,0.281,2.9,-1.18,112.24,3.13,2.97,-1.09,110.25,3.16,3.19,-0.62,101.07,3.25,3.15,-0.71,102.74,3.23
2009071404,0.371,2.93,-1.02,109.16,3.1,2.92,-1.1,110.69,3.12,3.28,-0.62,100.61,3.34,2.99,-0.51,99.64,3.03
2009071405,0.476,2.9,-0.8,105.35,3.01,2.8,-1.09,111.22,3.01,3.13,-0.61,101.04,3.19,2.91,-0.4,97.89,2.94
2009071406,0.416,2.84,-0.68,103.52,2.93,2.65,-1,110.7,2.84,2.85,-0.68,103.48,2.93,2.81,-0.4,98.2,2.84
2009071407,0.401,2.77,-0.78,105.71,2.88,2.53,-0.83,108.25,2.66,2.55,-0.89,109.13,2.7,2.62,-0.51,101.05,2.67
2009071408,0.286,2.72,-0.96,109.43,2.88,2.5,-0.69,105.38,2.59,2.3,-1.2,117.55,2.6,2.45,-0.69,105.81,2.55
2009071409,0.221,2.71,-1.04,110.9,2.9,2.64,-0.7,104.85,2.74,2.14,-1.59,126.63,2.67,2.47,-0.92,110.44,2.63
2009071410,0.19,2.77,-0.93,108.56,2.92,3,-0.98,108.08,3.16,2.1,-2.02,133.94,2.91,2.75,-1.17,113,2.99
2009071411,0.316,2.84,-0.98,109,3.01,3.4,-1.49,113.65,3.71,2.18,-2.49,138.78,3.31,3.15,-1.5,115.52,3.49
2009071412,0.211,2.88,-1.63,119.44,3.31,3.64,-2.17,120.76,4.24,2.37,-2.98,141.54,3.8,3.43,-2,120.33,3.97
2009071413,0.17,3.58,-2.93,129.33,4.63,2.64,-3.49,142.84,4.37,3.43,-2.7,128.19,4.36,2.91,-3.48,140.06,4.54
2009071414,0.185,3.38,-3.66,137.33,4.98,2.95,-3.95,143.27,4.93,3.32,-3.41,135.78,4.76,3.17,-3.72,139.49,4.89
2009071415,0.18,3.27,-4.22,142.26,5.34,3.22,-4.31,143.24,5.38,3.33,-3.92,139.65,5.14,3.55,-3.88,137.53,5.26
2009071416,0.175,3.4,-4.5,142.92,5.64,3.4,-4.5,142.94,5.64,3.62,-4.05,138.25,5.43,3.97,-3.96,134.98,5.61
2009071417,0.211,3.65,-4.56,141.35,5.84,3.5,-4.53,142.32,5.72,4.08,-3.91,133.82,5.65,4.33,-3.95,132.36,5.86
2009071418,0.276,3.8,-4.5,139.83,5.89,3.53,-4.39,141.24,5.63,4.53,-3.66,128.89,5.82,4.55,-3.82,129.97,5.94
2009071419,0.246,3.68,-4.37,139.91,5.71,3.49,-4.11,139.66,5.39,4.81,-3.4,125.25,5.89,4.56,-3.56,127.98,5.78
2009071420,0.231,3.3,-4.12,141.27,5.28,3.31,-3.71,138.26,4.97,4.78,-3.11,123.04,5.7,4.32,-3.2,126.56,5.37
2009071421,0.236,2.73,-3.66,143.29,4.57,2.91,-3.25,138.14,4.37,4.33,-2.72,122.12,5.12,3.8,-2.77,126.07,4.7
2009071422,0.231,2.03,-2.96,145.51,3.59,2.27,-2.78,140.75,3.59,3.45,-2.19,122.48,4.09,3.04,-2.29,126.92,3.81
2009071423,0.211,1.36,-2.16,147.82,2.55,1.56,-2.3,145.78,2.78,2.45,-1.6,123.17,2.93,2.32,-1.78,127.56,2.93
2009071500,0.145,0.89,-1.48,149.05,1.72,1.02,-1.81,150.46,2.08,1.77,-1.05,120.62,2.06,1.96,-1.28,123.25,2.34
2009071501,0.075,0.83,-1.3,147.53,1.54,1.69,-0.59,109.22,1.79,2.16,-0.8,110.3,2.31,3.24,-1.41,113.56,3.53
2009071502,0.065,0.89,-0.74,129.6,1.15,2.04,-0.16,94.62,2.04,2.64,-0.32,96.88,2.66,3.34,-0.87,104.61,3.46
2009071503,0.04,1.08,-0.09,94.54,1.08,2.49,0.33,82.36,2.51,2.99,0.18,86.56,3,3.28,-0.27,94.7,3.29
2009071504,0.05,1.28,0.67,62.38,1.44,2.8,0.96,71.01,2.96,2.92,0.7,76.47,3.01,3.09,0.35,83.45,3.11
2009071505,0.065,1.47,1.42,45.88,2.05,2.95,1.6,61.47,3.36,2.63,1.19,65.67,2.89,2.85,0.95,71.62,3
2009071506,0.08,1.67,2.06,39.05,2.65,2.99,2.09,54.99,3.65,2.44,1.56,57.36,2.9,2.63,1.45,61.11,3
2009071507,0.04,1.88,2.49,37.03,3.12,2.95,2.33,51.75,3.76,2.58,1.78,55.4,3.13,2.48,1.82,53.65,3.07
2009071508,0.06,2.02,2.79,35.86,3.45,2.86,2.44,49.54,3.76,2.87,1.92,56.28,3.45,2.4,2.09,48.97,3.19
2009071509,0.135,2,3.08,32.96,3.67,2.73,2.62,46.13,3.79,3.05,2.09,55.61,3.69,2.39,2.3,46.19,3.32
2009071510,0.115,1.76,3.43,27.15,3.85,2.57,3.01,40.46,3.96,2.9,2.37,50.78,3.74,2.42,2.48,44.25,3.47
2009071511,0.12,1.39,3.76,20.26,4,2.37,3.5,34.16,4.23,2.48,2.71,42.5,3.67,2.36,2.7,41.14,3.59
2009071512,0.1,1.01,3.96,14.33,4.09,2.14,3.92,28.59,4.47,1.92,3.04,32.28,3.59,2.08,3,34.67,3.65
2009071513,0.09,1.84,4.15,23.92,4.54,1.33,3.31,21.86,3.56,1.5,3.42,23.59,3.74,1.35,3.63,20.35,3.87
2009071514,0.04,1.46,4.22,19.06,4.46,0.79,3.58,12.51,3.66,0.8,3.95,11.43,4.03,0.88,4.13,12.07,4.22
2009071515,0.135,0.95,4.19,12.76,4.29,0.41,3.94,5.88,3.96,0.23,4.53,2.85,4.53,0.69,4.62,8.56,4.67
2009071516,0.216,0.31,4.12,4.34,4.13,0.21,4.45,2.71,4.46,-0.02,5.12,359.73,5.12,0.7,5.06,7.84,5.11
2009071517,0.226,-0.3,4.13,355.85,4.14,0.11,4.98,1.28,4.99,0.06,5.6,0.59,5.6,0.76,5.4,8.07,5.45
2009071518,0.211,-0.7,4.3,350.71,4.36,-0.03,5.36,359.71,5.36,0.43,5.86,4.23,5.87,0.77,5.57,7.84,5.62
2009071519,0.201,-0.76,4.71,350.79,4.77,-0.29,5.46,356.96,5.47,1.03,5.81,10.01,5.9,0.62,5.53,6.36,5.57
2009071520,0.306,-0.53,5.21,354.16,5.24,-0.56,5.35,354,5.38,1.61,5.58,16.13,5.8,0.42,5.32,4.48,5.34
2009071521,0.271,-0.12,5.65,358.83,5.65,-0.68,5.13,352.45,5.17,1.93,5.33,19.94,5.67,0.32,4.99,3.66,5
2009071522,0.316,0.39,5.87,3.84,5.89,-0.52,4.89,353.93,4.92,1.84,5.18,19.56,5.49,0.43,4.59,5.34,4.61
2009071523,0.371,0.93,5.8,9.11,5.87,-0.13,4.64,358.43,4.64,1.64,4.99,18.23,5.25,0.68,4.2,9.16,4.25
2009071600,0.331,1.43,5.38,14.92,5.57,0.41,4.37,5.41,4.39,1.77,4.56,21.19,4.9,0.95,3.87,13.74,3.99
2009071601,0.366,1.02,4.04,14.11,4.17,2.49,3.78,33.31,4.53,1.15,3.66,17.5,3.84,0.53,4.63,6.5,4.66
2009071602,0.366,1.6,3.61,23.87,3.95,3.42,2.81,50.57,4.43,1.33,3.47,20.91,3.72,0.66,4.3,8.68,4.35
2009071603,0.366,2.07,2.99,34.73,3.64,4.05,1.9,64.89,4.47,1.52,3.18,25.53,3.53,1.12,3.81,16.34,3.97
2009071604,0.406,2.38,2.16,47.81,3.21,3.98,1.24,72.74,4.17,1.76,2.71,33.08,3.23,1.78,3.18,29.27,3.65
2009071605,0.356,2.54,1.27,63.36,2.84,3.43,0.88,75.62,3.54,1.99,2.16,42.67,2.94,2.51,2.51,44.98,3.55
2009071606,0.281,2.57,0.54,78.06,2.63,2.73,0.82,73.23,2.85,2.11,1.7,51.21,2.71,3.13,1.87,59.21,3.65
2009071607,0.326,2.55,0.14,86.82,2.55,2.19,1.02,64.93,2.42,2.09,1.43,55.66,2.53,3.53,1.29,69.88,3.76
2009071608,0.471,2.56,0.05,88.8,2.56,1.98,1.27,57.41,2.35,2.13,1.28,59.08,2.48,3.75,0.72,79.15,3.82
2009071609,0.431,2.72,0.23,85.26,2.73,2.23,1.28,60.05,2.57,2.49,1.12,65.86,2.73,3.88,0.04,89.41,3.88
2009071610,0.165,3.11,0.56,79.74,3.16,2.95,0.88,73.36,3.08,3.3,0.84,75.81,3.41,4.01,-0.79,101.19,4.09
2009071611,0.256,3.59,0.8,77.37,3.68,3.82,0.18,87.26,3.82,4.23,0.38,84.93,4.25,4.16,-1.62,111.29,4.46
2009071612,0.261,3.99,0.65,80.76,4.05,4.37,-0.63,98.14,4.41,4.8,-0.31,93.74,4.81,4.35,-2.23,117.15,4.89
2009071613,0.17,4.31,-1.36,107.47,4.52,4.71,-1.22,104.54,4.86,4.6,-2.47,118.23,5.22,4.38,-2.87,123.25,5.24
2009071614,0.115,3.92,-1.87,115.55,4.34,4.28,-2.08,115.9,4.76,4.9,-2.41,116.18,5.46,4.63,-2.83,121.47,5.43
2009071615,0.145,3.6,-2.04,119.54,4.14,4.02,-2.56,122.47,4.77,5.25,-2.19,112.63,5.69,5.15,-2.46,115.55,5.71
2009071616,0.145,3.69,-1.79,115.89,4.1,4.29,-2.44,119.59,4.94,5.63,-1.92,108.8,5.95,5.78,-1.88,107.99,6.08
2009071617,0.165,4.11,-1.27,107.18,4.3,4.88,-1.87,110.97,5.23,5.95,-1.59,105,6.16,6.3,-1.21,100.87,6.41
2009071618,0.201,4.71,-0.7,98.4,4.76,5.45,-1.12,101.65,5.56,6.08,-1.19,101.04,6.19,6.47,-0.6,95.26,6.5
2009071619,0.261,5.33,-0.26,92.77,5.34,5.7,-0.43,94.35,5.71,5.94,-0.7,96.73,5.98,6.13,-0.15,91.42,6.13
2009071620,0.206,5.67,-0.04,90.43,5.67,5.54,0.05,89.52,5.54,5.53,-0.28,92.91,5.54,5.37,0.09,89.08,5.37
2009071621,0.251,5.43,-0.12,91.22,5.43,4.93,0.18,87.88,4.94,4.89,-0.11,91.24,4.89,4.35,0.1,88.68,4.35
2009071622,0.256,4.42,-0.5,96.44,4.45,3.89,-0.1,91.46,3.89,4.06,-0.29,94.11,4.07,3.23,-0.11,92,3.23
2009071623,0.391,2.99,-1.04,109.17,3.16,2.65,-0.64,103.51,2.72,3.07,-0.71,102.97,3.15,2.22,-0.49,102.51,2.27
2009071700,0.241,1.6,-1.54,133.89,2.22,1.47,-1.21,129.43,1.9,1.94,-1.16,120.73,2.26,1.5,-0.97,122.7,1.79
2009071701,0.15,0.58,-1.63,160.37,1.73,0.76,-1.49,152.86,1.67,1.2,-1.45,140.47,1.88,2.39,-1.19,116.53,2.67
2009071702,0.135,0.02,-1.9,179.5,1.9,-0.25,-1.73,188.3,1.75,1.08,-1.87,149.83,2.16,1.9,-1.47,127.63,2.4
2009071703,0.145,-0.25,-2.03,187.11,2.05,-0.84,-1.94,203.41,2.11,0.85,-2.11,157.97,2.28,1.33,-1.78,143.38,2.22
2009071704,0.206,-0.27,-2.05,187.5,2.07,-0.83,-2.14,201.23,2.3,0.31,-2.11,171.74,2.13,0.73,-2.04,160.33,2.16
2009071705,0.135,-0.14,-1.91,184.25,1.91,-0.45,-2.2,191.68,2.24,-0.34,-1.82,190.57,1.85,0.21,-2.05,174.19,2.06
2009071706,0.02,0.01,-1.54,179.73,1.54,-0.02,-1.91,180.67,1.91,-0.76,-1.24,211.4,1.46,-0.13,-1.63,184.47,1.63
2009071707,0,0.08,-0.91,175.28,0.92,0.2,-1.17,170.09,1.18,-0.73,-0.38,242.67,0.82,-0.21,-0.67,197.32,0.7
2009071708,0,0.05,-0.11,152.99,0.12,0.2,-0.14,125.66,0.24,-0.47,0.65,324.4,0.8,-0.11,0.6,350.01,0.61
2009071709,0,-0.04,0.78,356.78,0.78,-0.01,0.92,359.11,0.92,-0.28,1.7,350.72,1.73,0.07,1.86,2.22,1.87
2009071710,0,-0.16,1.64,354.57,1.65,-0.34,1.81,349.38,1.84,-0.37,2.63,351.95,2.66,0.25,2.85,4.99,2.86
2009071711,0.03,-0.03,2.35,359.18,2.35,-0.45,2.49,349.66,2.53,-0.53,3.31,350.95,3.35,0.46,3.48,7.51,3.51
2009071712,0.02,0.62,2.81,12.4,2.87,0.02,2.98,0.41,2.98,-0.41,3.61,353.47,3.63,0.77,3.72,11.63,3.8
2009071713,0.035,1.31,3.28,21.83,3.53,0.21,3.45,3.42,3.46,1.2,3.59,18.43,3.79,2.64,2.5,46.57,3.64
2009071714,0.065,3,3.38,41.62,4.52,1.2,2.99,21.91,3.22,1.63,3.28,26.39,3.66,3.47,2.2,57.59,4.11
2009071715,0.045,4.52,3.3,53.91,5.59,2.35,2.4,44.46,3.36,1.89,3,32.16,3.54,3.78,1.99,62.24,4.27
2009071716,0.06,5.42,3,61.04,6.19,3.46,1.83,62.15,3.91,1.87,2.91,32.74,3.46,3.68,1.81,63.79,4.11
2009071717,0.08,5.74,2.38,67.48,6.22,4.41,1.28,73.86,4.59,1.71,2.86,30.87,3.34,3.29,1.64,63.55,3.67
2009071718,0.15,5.68,1.32,76.96,5.83,5.14,0.7,82.2,5.19,1.6,2.65,31.14,3.1,2.7,1.42,62.2,3.05
